"Current Phase","Phase III Date","Phase III Event Date","Phase II Date","Phase II Event Date","Phase I Date","Molecule","Route of Administration","Lead Company Name","Ticker","Drug Name","Disease Group","Indication Name","Target","Phase I Event Date"
"Suspended",,,,,,"Peptide","Intravenous (IV)","Allergan plc","AGN","Rapastinel","Psychiatry","Substance Use Disorder","NMDA Receptor - Glycine Site",
"Suspended",,,,,,"Peptide","Intravenous (IV)","EspeRare Foundation",,"EspoiR-003","Renal","Focal Segmental Glomerulosclerosis (FSGS)","Integrin Alpha-V Family",
"Suspended",,,,"12/04/2017",,"Peptide","Intravenous (IV)","Atox Bio",,"Reltecimod","Renal","Renal Disease / Renal Failure","Cluster of Differentiation 28 (CD28) /ICOS and B7RP-1 Pathway,Immune System",
"Suspended",,,,"06/25/2008",,"Peptide","Intravenous (IV)","AbbVie Inc.","ABBV","ABT-719","Renal","Renal Disease / Renal Failure","Melanocortin (MC) receptors",
"Suspended",,,,,,"Peptide","Intravenous (IV)","Relief Therapeutics Holding AG","RLFTF","DK0141","Respiratory","Acute Respiratory Failure, Acute Lung Injury (ALI), Acute Respiratory Distress Syndrome (ARDS)",,
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","Araclon Biotech S.L.",,"ABvac40","Neurology","Alzheimer's Disease (AD)","Amyloid Beta/Amyloid Plaques,Immune System",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","Invectys",,"UCPVax","Oncology","Brain Cancer (Malignant Glioma; AA and glioblastoma (GBM))","Immune System,Telomerase",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","Invectys",,"UCPVax","Oncology","Cancer","Immune System,Telomerase",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","WntResearch AB","WNT.ST","Foxy-5","Oncology","Colorectal Cancer (CRC)","WNT Signaling Pathway",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","INOTREM S.A.",,"Nangibotide","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","Immune System,Triggering Receptor Expressed on Myeloid Cells-1 (TREM-1)",
"Development Outside U.S.",,,,,"07/10/2017","Peptide","Intravenous (IV)","Beijing Northland Biotechnology Co., Ltd",,"NL-005","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","Actin Filaments,ATP Synthase,Integrin-linked kinase (ILK)",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","La Jolla Pharmaceutical Company","LJPC","Giapreza","Infectious Disease","COVID-19 Treatment","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","Beijing Northland Biotechnology Co., Ltd",,"NL-005","Ophthalmology","Dry Eye (Ophthalmology)","Actin Filaments,ATP Synthase,Integrin-linked kinase (ILK)",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","Shionogi & Co. Ltd.",4507,"S-488210","Oncology","Head and Neck Cancer","Unknown",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","Invectys",,"UCPVax","Oncology","Non-Small Cell Lung Cancer (NSCLC)","Immune System,Telomerase",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","Arch Biopartners Inc.","ACHFF","Metablok","Renal","Renal Disease / Renal Failure","Dipeptidase 1 (DPEP-1)",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","Ferring Pharmaceuticals",,"Tractocile ","Obstetrics/Gynecology","Reproductive Disorder","Oxytocin Receptor",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","amcure GmbH",,"AMC303","Oncology","Solid Tumors","Cluster of Differentiation 44 (CD44)",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV)","OncoTherapy Science, Inc.","4564:JP","S-588210","Oncology","Solid Tumors",,
"Approved in other than U.S./E.U.",,,,"10/01/2005",,"Peptide","Intravenous (IV)","Daiichi Sankyo Co., Ltd.",4568,"Carperitide","Cardiovascular","Acute Decompensated Heart Failure","Natriuretic Peptide Receptors",
"Approved in other than U.S./E.U.","02/18/2015",,,,,"Peptide","Intravenous (IV)","Frontier Biotechnologies Inc",,"Aikening","Infectious Disease","HIV / AIDS","gp41",
"Approved in Europe",,"04/01/1995",,,,"Peptide","Intravenous (IV)","Takeda Pharmaceutical Co. Ltd.","TAK","Mifamurtide","Oncology","Bone Cancer","Immune System",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV)","Ferring Pharmaceuticals",,"Tractocile ","Obstetrics/Gynecology","Preterm Labor","Oxytocin Receptor",
"Approved (Generic Competition)",,"11/18/1998",,,,"Peptide","Intravenous (IV)","The Medicines Company","MDCO","Angiomax","Cardiovascular","Acute Coronary Syndrome (ACS)","Thrombin (Coagulation Factor IIa)",
"Approved (Generic Competition)",,,,,,"Peptide","Intravenous (IV)","Astellas Pharma, Inc.","4503:JP","Mycamine","Infectious Disease","Fungal Infections - Non-Systemic","Beta (1,3)-D-Glucan",
"Approved (Generic Competition)",,,,,,"Peptide","Intravenous (IV)","Astellas Pharma, Inc.","4503:JP","Mycamine","Infectious Disease","Fungal Infections - Systemic","Beta (1,3)-D-Glucan",
"Approved (Generic Competition)",,"11/18/1998",,,,"Peptide","Intravenous (IV)","The Medicines Company","MDCO","Angiomax","Cardiovascular","Percutaneous Coronary Interventions (PCIs) for Stable Angina","Thrombin (Coagulation Factor IIa)",
"Approved",,"11/07/1996",,"01/12/1994",,"Peptide","Intravenous (IV)","Johnson & Johnson","JNJ","Natrecor","Cardiovascular","Acute Decompensated Heart Failure","Natriuretic Peptide Receptors",
"Approved",,"12/20/2000",,,,"Peptide","Intravenous (IV)","CSL Limited","CSL","Zemaira","Metabolic","Alpha-1 Antitrypsin Deficiency (A1AD or AATD)","Alpha-1-antitrypsin (A1AT),Protease",
"Approved",,,,,,"Peptide","Intravenous (IV)","Bayer AG","BAYN","NeoTect","Oncology","Cancer - Imaging",,
"Approved",,,,,,"Peptide","Intravenous (IV)","Baxter International Inc.","BAX","Myxredlin","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,,,,,"Peptide","Intravenous (IV)","Baxter International Inc.","BAX","Myxredlin","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved","07/01/2008","09/13/2005",,,,"Peptide","Intravenous (IV)","CSL Limited","CSL","Kcentra","Hematology","Hemostasis","Coagulation Factor IX,Coagulation Factor VII,Coagulation Factor X,Protein C,Protein S,Thrombin (Coagulation Factor IIa)",
"Approved",,,,,,"Peptide","Intravenous (IV)","Bristol Myers Squibb Company","BMY","Refludan","Cardiovascular","Heparin-Induced Thrombocytopenia (HIT)","Thrombin (Coagulation Factor IIa)",
"Approved","02/05/2013","02/05/2013","03/14/2011","03/14/2011",,"Peptide","Intravenous (IV)","Amgen, Inc.","AMGN","Parsabiv","Endocrine","Hyperparathyroidism (Secondary)","Protein Kinase C (PKC)","07/20/2010"
"Approved",,,,,,"Peptide","Intravenous (IV)","Endo International plc","ENDP","Vasostrict","Cardiovascular","Hypotension/Shock",,
"Approved",,"01/13/2015",,,,"Peptide","Intravenous (IV)","La Jolla Pharmaceutical Company","LJPC","Giapreza","Cardiovascular","Hypotension/Shock","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)","07/23/2012"
"Approved",,,,,,"Peptide","Intravenous (IV)","ANI Pharmaceuticals, Inc.","ANIP","Cortrophin-Zinc","Neurology","Multiple Sclerosis (MS)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intravenous (IV)","ANI Pharmaceuticals, Inc.","ANIP","Purified Cortrophin Gel","Neurology","Multiple Sclerosis (MS)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved","09/30/2012","09/30/2012","01/31/2008","01/31/2008",,"Peptide","Intravenous (IV)","Novartis AG","NVS","Lutathera","Oncology","Neuroendocrine Tumors (NET)","Radiopharmaceutical,Somatostatin Receptors",
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV), Intradermal","BioNTech SE","BNTX","GAPVAC","Oncology","Brain Cancer (Malignant Glioma; AA and glioblastoma (GBM))","Immune System",
"Suspended",,,"01/16/2018","01/16/2018","08/25/2016","Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Metabolic","Duchenne Muscular Dystrophy (DMD)","Melanocortin (MC) receptors","08/25/2016"
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Allergy","Atopic Dermatitis (Eczema)","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Not Specified","Drug Toxicity","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Endocrine","Endocrine Disorder","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Mallinckrodt plc","MNK","Synacthen (IR)","Endocrine","Endocrine Disorder","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Neurology","Infantile Spasms (West Syndrome; Epilepsy)","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Autoimmune/immunology","Inflammatory Disorders","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Neurology","Multiple Sclerosis (MS)","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Autoimmune/immunology","Pemphigus Vulgaris","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Autoimmune/immunology","Psoriasis","Melanocortin (MC) receptors",
"Approved in Europe",,,,,,"Peptide","Intravenous (IV), Intramuscular (IM)","Marathon Pharmaceuticals LLC ",,"Synacthen Depot","Autoimmune/immunology","Ulcerative Colitis (UC)","Melanocortin (MC) receptors",
"NDA","06/29/2016","06/29/2016","08/06/2014","08/06/2014",,"Peptide","Intravenous (IV), Oral (PO)","Cara Therapeutics, Inc.","CARA","Korsuva","Allergy","Pruritus","Opioid receptors","04/29/2013"
"Suspended",,,,,,"Peptide","Intravenous (IV), Oral (PO)","Cyxone AB","CYXO","T20K","Autoimmune/immunology","Inflammatory Bowel Disease (IBD)","IL-2 (Interleukin-2)",
"Suspended",,,,,,"Peptide","Intravenous (IV), Oral (PO)","Novo Nordisk A/S","NVO","NN1954","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","05/01/2013"
"Suspended",,,,,"05/10/2012","Peptide","Intravenous (IV), Oral (PO)","Novo Nordisk A/S","NVO","NN1954","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","05/10/2012"
"Suspended",,,,"02/08/2010",,"Peptide","Intravenous (IV), Oral (PO)","Cara Therapeutics, Inc.","CARA","Korsuva","Neurology","Neuropathic Pain","Opioid receptors",
"III","09/09/2015","09/09/2015","01/12/2009","01/12/2009","04/28/2008","Peptide","Intravenous (IV), Oral (PO)","Cara Therapeutics, Inc.","CARA","Korsuva","Neurology","Postsurgical Pain","Opioid receptors","04/28/2008"
"Suspended",,,"08/17/2015","08/17/2015","11/30/2011","Peptide","Intravenous (IV), Oral (PO)","Cara Therapeutics, Inc.","CARA","Korsuva","Rheumatology (Non Autoimmune)","Osteoarthritis and Osteoarthritis Pain","Opioid receptors","05/19/2011"
"Development Outside U.S.",,,,,,"Peptide","Intravenous (IV), Oral (PO)","Cyxone AB","CYXO","T20K","Neurology","Multiple Sclerosis (MS)","IL-2 (Interleukin-2)",
"Suspended",,,,,,"Peptide","Intravenous (IV), Oral (PO), Topical","Takeda Pharmaceutical Co. Ltd.","TAK","Actovegin","Neurology","Diabetic Peripheral Neuropathy (DPN)","Unknown",
"Suspended",,,,,,"Peptide","Intravenous (IV), Oral (PO), Topical","Takeda Pharmaceutical Co. Ltd.","TAK","Actovegin","Neurology","Ischemic Stroke","Unknown",
"I",,,,,"11/30/2017","Peptide","Intravenous (IV), Subcutaneous (SQ)","Apellis Pharmaceuticals, Inc.","APLS","APL-9","Autoimmune/immunology","Complement Deficiencies / Abnormalities","Complement Pathway","11/30/2017"
"Suspended",,,,,,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Anexon, Inc.",,"ANX-042","Cardiovascular","Acute Decompensated Heart Failure","Natriuretic Peptide Receptors","07/10/2012"
"Suspended",,,"07/11/2008","07/11/2008","05/31/2007","Peptide","Intravenous (IV), Subcutaneous (SQ)","Mayo Clinic",,"Cenderitide","Cardiovascular","Acute Decompensated Heart Failure","Natriuretic Peptide Receptors","01/20/2006"
"II",,,,"11/17/2010",,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Zensun Sci & Tech Co., Ltd.",,"Neucardin","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","ErbB4/HER4,HER2/neu or ErbB-2",
"II",,,"05/10/2016","05/10/2016",,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Eiger BioPharmaceuticals, Inc.","EIGR","Avexitide","Endocrine","Hyperinsulinemia/Hypoglycemia","GLP-1 Receptor","09/14/2015"
"Withdrawn from Market","10/11/2007","10/11/2007","07/11/2005","07/11/2005","10/04/2004","Peptide","Intravenous (IV), Subcutaneous (SQ)","Affymax, Inc.","AFFY","Omontys","Hematology","Anemia Due to Chronic Renal Failure, Dialysis-Dependent","Erythropoietin Receptor (EPOR)","10/04/2004"
"Suspended","10/11/2007","10/11/2007","04/07/2005","04/07/2005","10/04/2004","Peptide","Intravenous (IV), Subcutaneous (SQ)","Affymax, Inc.","AFFY","Omontys","Hematology","Anemia Due to Chronic Renal Failure, Dialysis-Independent","Erythropoietin Receptor (EPOR)","10/04/2004"
"Suspended",,,"01/30/2006","01/30/2006","10/04/2004","Peptide","Intravenous (IV), Subcutaneous (SQ)","Affymax, Inc.","AFFY","Omontys","Hematology","Anemia Due to Oncology Treatment","Erythropoietin Receptor (EPOR)","10/04/2004"
"I/II",,,"05/28/2020","05/28/2020",,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Apellis Pharmaceuticals, Inc.","APLS","APL-9","Infectious Disease","COVID-19 Treatment","Complement Pathway",
"Preclinical",,,,,,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Zensun Sci & Tech Co., Ltd.",,"Neucardin","Neurology","Neurofibromatosis (NF)","ErbB4/HER4,HER2/neu or ErbB-2",
"II",,,"09/14/2005","09/14/2005",,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Ferring Pharmaceuticals",,"Barusiban","Obstetrics/Gynecology","Reproductive Disorder","Oxytocin Receptor",
"Approved in other than U.S./E.U.",,,,,,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Novartis AG","NVS","Sandostatin","Endocrine","Hyperinsulinemia/Hypoglycemia","Somatostatin Receptors",
"Approved (Generic Competition)",,,,,,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Novartis AG","NVS","Sandostatin","Endocrine","Acromegaly","Somatostatin Receptors",
"Approved (Generic Competition)",,,,,,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Novartis AG","NVS","Sandostatin","Oncology","Neuroendocrine Tumors (NET)","Somatostatin Receptors",
"Approved",,"02/05/2003",,,,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Sanofi","SNY","Apidra","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,"02/05/2003",,,,"Peptide","Intravenous (IV), Subcutaneous (SQ)","Sanofi","SNY","Apidra","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,,,,,"Peptide","Intravenous (IV), Subcutaneous (SQ), Intramuscular (IM)","Novo Nordisk A/S","NVO","GlucaGen","Endocrine","Hyperinsulinemia/Hypoglycemia","Glucagon Receptor",
"Preclinical",,,,,,"Peptide","N/A","Anergis SA",,"Der p 2 COPs SVLP","Allergy","Allergy","Toll-Like Receptor (TLR) Family",
"Preclinical",,,,,,"Peptide","N/A","selectION, Inc.",,"si-544","Autoimmune/immunology","Autoimmune Disorders","Potassium channels",
"Suspended",,,,,,"Peptide","N/A","Medicenna Therapeutics Corp.","MDNAF","MDNA209","Autoimmune/immunology","Autoimmune Disorders","Cluster of Differentiation 122 (CD122),IL-2 Receptor (IL-2R) ",
"Preclinical",,,,,,"Peptide","N/A","RegeneRx Biopharmaceuticals, Inc.","RGRX","Thymosin beta 4 Program (RegeneRx)","Autoimmune/immunology","Chronic Granulomatous Disease","Actin Filaments,ATP Synthase,Hypoxia Inducible Factor-1 alpha (HIF-1a),Integrin-linked kinase (ILK)",
"Suspended",,,,,,"Peptide","N/A","Biogen, Inc.","BIIB","CB 2782","Autoimmune/immunology","Delayed Graft Function (DGF)","Complement Pathway",
"Suspended",,,,,,"Peptide","N/A","NephRx Corporation",,"NX002","Autoimmune/immunology","Inflammatory Bowel Disease (IBD)",,
"Suspended",,,,,,"Peptide","N/A","Celtaxsys Inc.",,"CRC-4273","Autoimmune/immunology","Inflammatory Disorders",,"09/09/2013"
"Suspended",,,,,,"Peptide","N/A","BioLineRx Ltd.","BLRX","BL-7060","Autoimmune/immunology","Inflammatory Disorders","FPRL1 - Formyl peptide receptor homolog-1,MAS G-protein coupled receptor ",
"Suspended",,,,,"11/18/2010","Peptide","N/A","NephRx Corporation",,"NX001","Autoimmune/immunology","Kidney Transplant Rejection","Unknown","11/18/2010"
"Suspended",,,,,,"Peptide","N/A","NephRx Corporation",,"NX002","Autoimmune/immunology","Mucositis",,
"Preclinical",,,,,,"Peptide","N/A","CEL-SCI Corporation","CVM","CEL-2000","Autoimmune/immunology","Rheumatoid Arthritis (RA)","Immune System",
"Preclinical",,,,,,"Peptide","N/A","Silver Creek Pharmaceuticals",,"SGF-1","Cardiovascular","Atherosclerosis","Apoptosis (Cell Death),IGF-1R (Insulin-like Growth Factor-1 Receptor) ",
"Preclinical",,,,,,"Peptide","N/A","Palatin Technologies, Inc.","PTN","PL-5028","Cardiovascular","Cardiovascular Disease","Natriuretic Peptide Receptors",
"Preclinical",,,,,,"Peptide","N/A","Corvidia Therapeutics",,"COR-003","Cardiovascular","Dyslipidemia / Hypercholesterolemia","Apolipoprotein C-II (apoCII, apo-CII, apo-C2),Apolipoprotein C-III (apoCIII, apo-CIII, apo-C3)",
"Suspended",,,,,,"Peptide","N/A","Thrombotargets Europe SL",,"TT-120","Cardiovascular","Peripheral Arterial Disease (PAD)",,
"Suspended",,,,"08/16/2004",,"Peptide","N/A","XOMA Corporation","XOMA","XOMA 629","Dermatology","Acne","Unknown",
"Preclinical",,,,,,"Peptide","N/A","Serodus ASA",,"SER140","Endocrine","Diabetes Mellitus, Type I","IL-1 Receptor (IL-1R)",
"Suspended",,,,,,"Peptide","N/A","Perle Bioscience",,"PRL002","Endocrine","Diabetes Mellitus, Type I","Regenerating Protein Family (REG Family) Receptors",
"Suspended",,,,,,"Peptide","N/A","Serpin Pharma LLC",,"SP16","Endocrine","Diabetes Mellitus, Type I","Alpha-1-antitrypsin (A1AT)",
"I",,,,,"08/22/2017","Peptide","N/A","Zealand Pharma A/S","ZEAL","BI 473494","Endocrine","Diabetes Mellitus, Type II","Amylin Receptor","08/22/2017"
"Preclinical",,,,,,"Peptide","N/A","Serodus ASA",,"SER140","Endocrine","Diabetes Mellitus, Type II","IL-1 Receptor (IL-1R)",
"Preclinical",,,,,,"Peptide","N/A","Velocity Pharmaceutical Development, LLC",,"SP-1373","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor,Glucagon Receptor",
"Preclinical",,,,,,"Peptide","N/A","CohBar, Inc.","CWBR","CB4211","Endocrine","Diabetes Mellitus, Type II","Mitochondria",
"Preclinical",,,,,,"Peptide","N/A","CohBar, Inc.","CWBR","CB5064","Endocrine","Diabetes Mellitus, Type II","Apelin Receptor (APJ)",
"Preclinical",,,,,,"Peptide","N/A","Intarcia Therapeutics, Inc.","ITCA","ITCA 650/Peptide 1 Program","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor",
"Preclinical",,,,,,"Peptide","N/A","Intarcia Therapeutics, Inc.","ITCA","ITCA 650/Peptide 2 Program","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor",
"Suspended",,,,,,"Peptide","N/A","Perle Bioscience",,"PRL002","Endocrine","Diabetes Mellitus, Type II","Regenerating Protein Family (REG Family) Receptors",
"Suspended",,,,,,"Peptide","N/A","Intarcia Therapeutics, Inc.","ITCA","ITCA 650/Calibr Peptide Program","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor",
"Suspended",,,,,"05/06/2009","Peptide","N/A","Pfizer Inc.","PFE","OAP-189","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor,Glucagon Receptor","01/26/2009"
"I",,,,,"02/21/2017","Peptide","N/A","MorphoSys AG","MOR","MOR107","Endocrine","Diabetic Nephropathy","Angiotensin II Receptor Type 2 (AT2)","02/21/2017"
"Preclinical",,,,,,"Peptide","N/A","Pfenex Inc.","PFNX","PF810","Endocrine","Endocrine Disorder","Unknown",
"Suspended",,,,,,"Peptide","N/A","APEPTICO GmbH",,"Enaritide","Endocrine","Endocrine Disorder","Sodium Channels",
"Suspended",,,,,,"Peptide","N/A","EpiVax, Inc.",,"Treg-BT","Endocrine","Hyperthyroidism / Graves' Disease","Immune System,T-Cell Receptor (TCR),Thyroid stimulating hormone receptor (TSHR)",
"I",,,,,"12/08/2020","Peptide","N/A","Altimmune Inc. ","ALT","ALT-801","Endocrine","Non-Alcoholic Steatohepatitis (NASH)","GLP-1 Receptor,Glucagon Receptor","12/08/2020"
"I",,,,,"07/12/2018","Peptide","N/A","CohBar, Inc.","CWBR","CB4211","Endocrine","Non-Alcoholic Steatohepatitis (NASH)","Mitochondria","07/12/2018"
"I",,,,,,"Peptide","N/A","Novo Nordisk A/S","NVO","NN6177","Endocrine","Non-Alcoholic Steatohepatitis (NASH)","GLP-1 Receptor,Glucagon Receptor","02/05/2020"
